platoon_id,number_of_events,vehicle_set,test_case_duration_time
817289,2,678289,1.3466594219207764
817298,13,678495,1.7725346088409424
817323,3,678495,1.7725346088409424
817292,2,678495,1.7725346088409424
817295,2,678495,1.7725346088409424
817328,2,678495,1.7725346088409424
817331,2,678495,1.7725346088409424
817412,49,678994,5.340959787368774
817356,40,678994,5.340959787368774
817334,10,678994,5.340959787368774
817401,6,678994,5.340959787368774
817353,2,678994,5.340959787368774
817637,58,679719,15.50337028503418
817688,37,679719,15.50337028503418
817526,25,679719,15.50337028503418
817816,22,679719,15.50337028503418
817581,20,679719,15.50337028503418
817600,19,679719,15.50337028503418
817761,14,679719,15.50337028503418
817871,12,679719,15.50337028503418
817781,4,679719,15.50337028503418
817575,2,679719,15.50337028503418
817578,2,679719,15.50337028503418
817758,2,679719,15.50337028503418
817894,2,679719,15.50337028503418
817917,72,681111,13.095778465270996
818018,39,681111,13.095778465270996
818148,24,681111,13.095778465270996
818007,11,681111,13.095778465270996
818115,8,681111,13.095778465270996
817897,5,681111,13.095778465270996
817913,5,681111,13.095778465270996
817906,4,681111,13.095778465270996
818092,4,681111,13.095778465270996
818104,3,681111,13.095778465270996
818099,2,681111,13.095778465270996
818195,13,682364,2.2821011543273926
818204,10,682364,2.2821011543273926
818227,5,682364,2.2821011543273926
818237,2,682364,2.2821011543273926
818520,124,682799,39.24479556083679
818421,49,682799,39.24479556083679
818243,47,682799,39.24479556083679
818284,36,682799,39.24479556083679
818698,36,682799,39.24479556083679
818271,35,682799,39.24479556083679
818387,32,682799,39.24479556083679
818337,10,682799,39.24479556083679
818365,10,682799,39.24479556083679
818845,5,682799,39.24479556083679
818656,3,682799,39.24479556083679
818240,2,682799,39.24479556083679
818857,6,684092,2.123121500015259
818868,6,684092,2.123121500015259
818854,2,684092,2.123121500015259
818900,19,684688,9.185564756393433
818975,17,684688,9.185564756393433
818948,14,684688,9.185564756393433
818991,13,684688,9.185564756393433
818879,11,684688,9.185564756393433
818937,6,684688,9.185564756393433
819031,18,685507,17.27236771583557
819091,12,685507,17.27236771583557
819151,12,685507,17.27236771583557
819163,12,685507,17.27236771583557
819062,11,685507,17.27236771583557
819228,10,685507,17.27236771583557
819189,9,685507,17.27236771583557
819211,9,685507,17.27236771583557
819114,8,685507,17.27236771583557
819022,6,685507,17.27236771583557
819129,5,685507,17.27236771583557
819083,4,685507,17.27236771583557
819138,4,685507,17.27236771583557
819054,3,685507,17.27236771583557
819059,3,685507,17.27236771583557
819186,2,685507,17.27236771583557
819375,169,686560,47.090099811553955
819247,40,686560,47.090099811553955
819327,19,686560,47.090099811553955
819431,19,686560,47.090099811553955
819675,14,686560,47.090099811553955
819456,8,686560,47.090099811553955
819364,6,686560,47.090099811553955
819317,5,686560,47.090099811553955
819403,4,686560,47.090099811553955
819320,2,686560,47.090099811553955
819422,2,686560,47.090099811553955
819669,2,686560,47.090099811553955
819688,2,686560,47.090099811553955
819730,13,688224,5.875112056732178
819700,10,688224,5.875112056732178
819721,9,688224,5.875112056732178
819696,5,688224,5.875112056732178
819759,2,688224,5.875112056732178
819762,123,688659,80.98303365707397
819979,82,688659,80.98303365707397
819859,55,688659,80.98303365707397
820095,36,688659,80.98303365707397
819918,35,688659,80.98303365707397
819814,23,688659,80.98303365707397
819931,20,688659,80.98303365707397
819783,10,688659,80.98303365707397
819909,5,688659,80.98303365707397
820172,3,688659,80.98303365707397
820183,2,688659,80.98303365707397
820369,15,689750,2.817365884780884
820409,25,689909,9.826623916625977
820398,11,689909,9.826623916625977
820463,11,689909,9.826623916625977
820458,3,689909,9.826623916625977
820489,36,690364,10.239733457565308
820523,5,690364,10.239733457565308
820553,5,690364,10.239733457565308
820512,2,690364,10.239733457565308
820589,83,691000,31.836084365844727
820775,17,691000,31.836084365844727
820562,14,691000,31.836084365844727
820723,10,691000,31.836084365844727
820663,8,691000,31.836084365844727
820710,7,691000,31.836084365844727
820742,5,691000,31.836084365844727
820678,4,691000,31.836084365844727
820768,4,691000,31.836084365844727
820808,67,691984,37.35118794441223
820897,62,691984,37.35118794441223
821006,17,691984,37.35118794441223
820893,5,691984,37.35118794441223
820888,3,691984,37.35118794441223
820982,3,691984,37.35118794441223
820885,2,691984,37.35118794441223
820958,2,691984,37.35118794441223
821041,21,693244,5.623432397842407
821070,5,693244,5.623432397842407
821079,2,693244,5.623432397842407
821207,82,693679,79.15513491630554
821143,59,693679,79.15513491630554
821111,39,693679,79.15513491630554
821480,36,693679,79.15513491630554
821326,33,693679,79.15513491630554
821392,28,693679,79.15513491630554
821345,22,693679,79.15513491630554
821553,14,693679,79.15513491630554
821092,10,693679,79.15513491630554
821083,5,693679,79.15513491630554
821304,5,693679,79.15513491630554
821477,2,693679,79.15513491630554
821600,2,694770,0.7605712413787842
821603,39,695271,25.72289776802063
821642,29,695271,25.72289776802063
821708,25,695271,25.72289776802063
821757,2,695271,25.72289776802063
821814,101,695950,58.53586554527283
821986,46,695950,58.53586554527283
821922,17,695950,58.53586554527283
821777,11,695950,58.53586554527283
821788,11,695950,58.53586554527283
821770,8,695950,58.53586554527283
821795,6,695950,58.53586554527283
821802,5,695950,58.53586554527283
821863,3,695950,58.53586554527283
822145,77,696832,76.52709436416626
822088,42,696832,76.52709436416626
822262,36,696832,76.52709436416626
822479,26,696832,76.52709436416626
822077,22,696832,76.52709436416626
822192,20,696832,76.52709436416626
822238,18,696832,76.52709436416626
822169,10,696832,76.52709436416626
822318,10,696832,76.52709436416626
822158,6,696832,76.52709436416626
822235,2,696832,76.52709436416626
822309,2,696832,76.52709436416626
822539,10,698239,8.702999353408813
822558,5,698239,8.702999353408813
822574,5,698239,8.702999353408813
822561,4,698239,8.702999353408813
822570,2,698239,8.702999353408813
822583,72,698674,97.73089647293091
822797,56,698674,97.73089647293091
822680,49,698674,97.73089647293091
822914,40,698674,97.73089647293091
822843,36,698674,97.73089647293091
822780,26,698674,97.73089647293091
822993,11,698674,97.73089647293091
823004,2,698674,97.73089647293091
823071,2,699765,0.707899808883667
823074,19,700074,11.063863277435303
823112,8,700074,11.063863277435303
823127,6,700074,11.063863277435303
823108,2,700074,11.063863277435303
823138,58,700512,33.1902060508728
823206,31,700512,33.1902060508728
823165,6,700512,33.1902060508728
823176,6,700512,33.1902060508728
823258,2,700512,33.1902060508728
823261,2,700512,33.1902060508728
823604,106,701363,99.80012202262878
823346,90,701363,99.80012202262878
823465,40,701363,99.80012202262878
823309,17,701363,99.80012202262878
823302,11,701363,99.80012202262878
823551,9,701363,99.80012202262878
823331,8,701363,99.80012202262878
823297,5,701363,99.80012202262878
823544,4,701363,99.80012202262878
823564,3,701363,99.80012202262878
823875,505,702541,308.1223440170288
823892,115,702541,308.1223440170288
824011,64,702541,308.1223440170288
823778,42,702541,308.1223440170288
823823,17,702541,308.1223440170288
824573,14,702541,308.1223440170288
824135,11,702541,308.1223440170288
824386,10,702541,308.1223440170288
824115,7,702541,308.1223440170288
824335,5,702541,308.1223440170288
824126,3,702541,308.1223440170288
824889,13,704197,17.326732397079468
824918,10,704197,17.326732397079468
824878,9,704197,17.326732397079468
824875,5,704197,17.326732397079468
824915,2,704197,17.326732397079468
825027,116,704632,182.93108677864075
824941,105,704632,182.93108677864075
824966,76,704632,182.93108677864075
825357,49,704632,182.93108677864075
825163,36,704632,182.93108677864075
825102,31,704632,182.93108677864075
825019,3,704632,182.93108677864075
825024,2,704632,182.93108677864075
825611,10,705723,5.861674070358276
825602,5,705723,5.861674070358276
825630,5,706015,2.406963348388672
825639,26,706499,32.00249767303467
825734,18,706499,32.00249767303467
825706,14,706499,32.00249767303467
825668,5,706499,32.00249767303467
825697,5,706499,32.00249767303467
825682,4,706499,32.00249767303467
825679,2,706499,32.00249767303467
825694,2,706499,32.00249767303467
825824,45,707299,83.64128422737122
825857,45,707299,83.64128422737122
825769,18,707299,83.64128422737122
825801,14,707299,83.64128422737122
825997,7,707299,83.64128422737122
825794,4,707299,83.64128422737122
825814,4,707299,83.64128422737122
825978,4,707299,83.64128422737122
826012,4,707299,83.64128422737122
826027,4,707299,83.64128422737122
825936,3,707299,83.64128422737122
825981,3,707299,83.64128422737122
825791,2,707299,83.64128422737122
825821,2,707299,83.64128422737122
825972,2,707299,83.64128422737122
825975,2,707299,83.64128422737122
826019,2,707299,83.64128422737122
826166,149,708476,220.88324785232544
826259,99,708476,220.88324785232544
826519,63,708476,220.88324785232544
826087,40,708476,220.88324785232544
826342,28,708476,220.88324785232544
826226,17,708476,220.88324785232544
826056,16,708476,220.88324785232544
826041,12,708476,220.88324785232544
826498,11,708476,220.88324785232544
826034,8,708476,220.88324785232544
826299,6,708476,220.88324785232544
826200,4,708476,220.88324785232544
826292,4,708476,220.88324785232544
826491,4,708476,220.88324785232544
826197,2,708476,220.88324785232544
826727,13,709913,19.133934020996094
826761,10,709913,19.133934020996094
826715,9,709913,19.133934020996094
826724,5,709913,19.133934020996094
826754,2,709913,19.133934020996094
826781,99,710348,121.51934838294983
826897,44,710348,121.51934838294983
827017,36,710348,121.51934838294983
827088,36,710348,121.51934838294983
826984,11,710348,121.51934838294983
827155,10,710348,121.51934838294983
827186,3,710348,121.51934838294983
826995,2,710348,121.51934838294983
827191,6,711439,3.825505495071411
827208,17,711701,12.745679140090942
827241,4,711701,12.745679140090942
827202,2,711701,12.745679140090942
827205,2,711701,12.745679140090942
827257,80,712193,106.30292057991028
827419,73,712193,106.30292057991028
827360,20,712193,106.30292057991028
827248,9,712193,106.30292057991028
827564,8,712193,106.30292057991028
827579,65,713064,94.38857674598694
827757,64,713064,94.38857674598694
827723,11,713064,94.38857674598694
827694,9,713064,94.38857674598694
827744,7,713064,94.38857674598694
827673,4,713064,94.38857674598694
827680,4,713064,94.38857674598694
827687,4,713064,94.38857674598694
827884,4,713064,94.38857674598694
827891,2,713064,94.38857674598694
827905,114,714149,165.403418302536
828070,33,714149,165.403418302536
828269,25,714149,165.403418302536
828040,21,714149,165.403418302536
827987,20,714149,165.403418302536
828089,16,714149,165.403418302536
828006,12,714149,165.403418302536
828175,11,714149,165.403418302536
827894,8,714149,165.403418302536
827902,8,714149,165.403418302536
