vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
678290,1.656882,standard,standard,60.0,2026-02-05T16:28:59.800213,2026-02-05T17:28:59.800213,678289,73
678365,0.080125,standard,standard,60.0,2026-02-05T16:29:02.747164,2026-02-05T17:29:02.747164,678289,26
678393,0.081348,standard,standard,60.0,2026-02-05T16:29:03.178391,2026-02-05T17:29:03.178391,678289,37
678432,0.063446,standard,standard,60.0,2026-02-05T16:29:03.550908,2026-02-05T17:29:03.550908,678289,30
678464,0.043352,standard,standard,60.0,2026-02-05T16:29:03.837019,2026-02-05T17:29:03.837019,678289,29
678496,0.181105,standard,standard,60.0,2026-02-05T16:29:04.483853,2026-02-05T17:29:04.483853,678495,60
678558,0.053193,standard,standard,60.0,2026-02-05T16:29:05.213244,2026-02-05T17:29:05.213244,678495,23
678583,0.104673,standard,standard,60.0,2026-02-05T16:29:05.428665,2026-02-05T17:29:05.428665,678495,85
678670,0.043586,standard,standard,60.0,2026-02-05T16:29:06.288744,2026-02-05T17:29:06.288744,678495,24
678696,0.0565,standard,standard,60.0,2026-02-05T16:29:06.532171,2026-02-05T17:29:06.532171,678495,35
678733,0.076496,standard,standard,60.0,2026-02-05T16:29:06.883449,2026-02-05T17:29:06.883449,678495,71
678806,0.053922,standard,standard,60.0,2026-02-05T16:29:07.640345,2026-02-05T17:29:07.640345,678495,58
678866,0.124406,standard,standard,60.0,2026-02-05T16:29:08.190789,2026-02-05T17:29:08.190789,678495,52
678920,0.033163,standard,standard,60.0,2026-02-05T16:29:08.710777,2026-02-05T17:29:08.710777,678495,31
678953,0.041389,standard,standard,60.0,2026-02-05T16:29:08.959708,2026-02-05T17:29:08.959708,678495,39
678995,0.150978,standard,standard,60.0,2026-02-05T16:29:09.545643,2026-02-05T17:29:09.545643,678994,43
679040,0.027744,standard,standard,60.0,2026-02-05T16:29:10.010721,2026-02-05T17:29:10.010721,678994,18
679060,0.034367,standard,standard,60.0,2026-02-05T16:29:10.148592,2026-02-05T17:29:10.148592,678994,46
