vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
521199,0.710769,standard,standard,60.0,2026-03-02T21:50:43.841626,2026-03-02T22:50:43.841626,521198,314
521515,0.082416,standard,standard,60.0,2026-03-02T21:50:46.092223,2026-03-02T22:50:46.092223,521198,143
521660,4.212932,standard,standard,60.0,2026-03-02T21:50:46.861764,2026-03-02T22:50:46.861764,521198,280
521942,1.191766,standard,standard,60.0,2026-03-02T21:50:52.312793,2026-03-02T22:50:52.312793,521198,287
522231,1.512033,standard,standard,60.0,2026-03-02T21:50:54.691799,2026-03-02T22:50:54.691799,521198,207
522440,0.959397,standard,standard,60.0,2026-03-02T21:50:57.094715,2026-03-02T22:50:57.094715,521198,251
522693,1.156371,standard,standard,60.0,2026-03-02T21:50:59.130711,2026-03-02T22:50:59.130711,521198,529
523224,3.099212,standard,standard,60.0,2026-03-02T21:51:02.376046,2026-03-02T22:51:02.376046,521198,452
523678,0.880758,standard,standard,60.0,2026-03-02T21:51:07.390537,2026-03-02T22:51:07.390537,521198,105
523785,2.776059,standard,standard,60.0,2026-03-02T21:51:08.792812,2026-03-02T22:51:08.792812,521198,482
524270,2.472392,standard,standard,60.0,2026-03-02T21:51:13.882468,2026-03-02T22:51:13.882468,524269,512
524784,0.531889,standard,standard,60.0,2026-03-02T21:51:18.869629,2026-03-02T22:51:18.869629,524269,166
524952,2.054739,standard,standard,60.0,2026-03-02T21:51:20.144189,2026-03-02T22:51:20.144189,524269,352
525306,2.800933,standard,standard,60.0,2026-03-02T21:51:23.698893,2026-03-02T22:51:23.698919,524269,534
525842,0.957707,standard,standard,60.0,2026-03-02T21:51:28.817776,2026-03-02T22:51:28.817776,524269,256
526100,1.299618,standard,standard,60.0,2026-03-02T21:51:30.839629,2026-03-02T22:51:30.839629,524269,350
526452,1.922775,standard,standard,60.0,2026-03-02T21:51:33.570541,2026-03-02T22:51:33.570541,524269,423
526877,0.037658,standard,standard,60.0,2026-03-02T21:51:37.075080,2026-03-02T22:51:37.075080,524269,33
526912,0.420542,standard,standard,60.0,2026-03-02T21:51:37.251729,2026-03-02T22:51:37.251729,524269,141
527055,0.119694,standard,standard,60.0,2026-03-02T21:51:38.259617,2026-03-02T22:51:38.259617,524269,126
