platoonEvent_id,event_type,vehicle1_id,route_node1_id,vehicle2_id,route_node2_id,platoon_id,duration
230585_232072,CREATE,230585,230650,232072,232344,232499,0.093106
230585_232072,VIA,230585,230651,232072,232345,232499,0.175983
230585_232072,VIA,230585,230652,232072,232346,232499,0.009668
230585_232072,VIA,230585,230653,232072,232347,232499,0.004247
230585_232072,VIA,230585,230654,232072,232348,232499,0.00624
230585_232072,VIA,230585,230655,232072,232349,232499,0.006643
230585_232072,VIA,230585,230656,232072,232350,232499,0.008549
230585_232072,VIA,230585,230657,232072,232351,232499,0.006802
230585_232072,VIA,230585,230658,232072,232352,232499,0.0
230585_232072,VIA,230585,230659,232072,232353,232499,0.007097
230585_232072,VIA,230585,230660,232072,232354,232499,0.005999
230585_232072,VIA,230585,230661,232072,232355,232499,0.006486
230585_232072,VIA,230585,230662,232072,232356,232499,0.006526
230585_232072,VIA,230585,230663,232072,232357,232499,0.010584
230585_232072,VIA,230585,230664,232072,232358,232499,0.005995
230585_232072,VIA,230585,230665,232072,232359,232499,0.01256
230585_232072,VIA,230585,230666,232072,232360,232499,0.0
230585_232072,VIA,230585,230667,232072,232361,232499,0.008527
230585_232072,VIA,230585,230668,232072,232362,232499,0.005539
230585_232072,VIA,230585,230669,232072,232363,232499,0.006461
230585_232072,VIA,230585,230670,232072,232364,232499,0.006532
230585_232072,VIA,230585,230671,232072,232365,232499,0.012371
230585_232072,VIA,230585,230672,232072,232366,232499,0.004027
230585_232072,VIA,230585,230673,232072,232367,232499,0.004855
230585_232072,VIA,230585,230674,232072,232368,232499,0.003527
230585_232072,VIA,230585,230675,232072,232369,232499,0.002024
230585_232072,VIA,230585,230676,232072,232370,232499,0.006595
230585_232072,VIA,230585,230677,232072,232371,232499,0.005061
230585_232072,VIA,230585,230678,232072,232372,232499,0.008878
230585_232072,VIA,230585,230679,232072,232373,232499,0.006542
230585_232072,VIA,230585,230680,232072,232374,232499,0.006905
230585_232072,VIA,230585,230681,232072,232375,232499,0.004941
230585_232072,VIA,230585,230682,232072,232376,232499,0.005875
230585_232072,VIA,230585,230683,232072,232377,232499,0.0
230585_232072,VIA,230585,230684,232072,232378,232499,0.024808
230585_232072,VIA,230585,230685,232072,232379,232499,0.020883
230585_232072,VIA,230585,230686,232072,232380,232499,0.0
230585_232072,VIA,230585,230687,232072,232381,232499,0.004386
230585_232072,VIA,230585,230688,232072,232382,232499,0.006998
230585_232072,VIA,230585,230689,232072,232383,232499,0.006205
230585_232072,VIA,230585,230690,232072,232384,232499,0.008163
230585_232072,VIA,230585,230691,232072,232385,232499,0.009162
230585_232072,VIA,230585,230692,232072,232386,232499,0.005511
230585_232072,VIA,230585,230693,232072,232387,232499,0.005234
230585_232072,VIA,230585,230694,232072,232388,232499,0.019521
230585_232072,VIA,230585,230695,232072,232389,232499,0.005998
230585_232072,VIA,230585,230696,232072,232390,232499,0.00603
230585_232072,VIA,230585,230697,232072,232391,232499,0.006999
230585_232072,VIA,230585,230698,232072,232392,232499,0.006296
230585_232072,VIA,230585,230699,232072,232393,232499,0.009051
230585_232072,VIA,230585,230700,232072,232394,232499,0.017867
230585_232072,VIA,230585,230701,232072,232395,232499,0.021133
230585_232072,VIA,230585,230702,232072,232396,232499,0.033459
230585_232072,VIA,230585,230703,232072,232397,232499,0.013098
230585_232072,VIA,230585,230704,232072,232398,232499,0.008419
230585_232072,VIA,230585,230705,232072,232399,232499,0.010685
230585_232072,VIA,230585,230706,232072,232400,232499,0.015041
230585_232072,VIA,230585,230707,232072,232401,232499,0.014112
230585_232072,VIA,230585,230708,232072,232402,232499,0.009525
230585_232072,VIA,230585,230709,232072,232403,232499,0.013345
230585_232072,VIA,230585,230710,232072,232404,232499,0.006538
230585_232072,VIA,230585,230711,232072,232405,232499,0.007995
230585_232072,VIA,230585,230712,232072,232406,232499,0.010674
230585_232072,VIA,230585,230713,232072,232407,232499,0.010266
