platoonEvent_id,event_type,vehicle1_id,route_node1_id,vehicle2_id,route_node2_id,platoon_id,duration
244544_244317,CREATE,244544,244758,244317,244358,247131,0.010604
244544_244317,VIA,244544,244759,244317,244359,247131,0.006114
244544_244317,VIA,244544,244760,244317,244360,247131,0.006
244544_244317,VIA,244544,244761,244317,244361,247131,0.005005
244544_244317,VIA,244544,244762,244317,244362,247131,0.004001
244544_244317,VIA,244544,244763,244317,244363,247131,0.004003
244544_244317,VIA,244544,244764,244317,244364,247131,0.001557
244544_244317,VIA,244544,244765,244317,244365,247131,0.001576
244544_244317,VIA,244544,244766,244317,244366,247131,0.008939
244544_244317,DISSOLVE,244544,244767,244317,244367,247131,0.00799
