Longitude;Latitude
-81.946686;28.940305
-82.009398;28.928653
-82.490023;28.880437
-80.922965;29.024918
-81.29989;29.05499
-82.459457;29.05174
-82.377097;28.903654
-81.68672;28.829214
-81.299315;28.98197
-81.78926;28.823993
-82.317168;28.818433
-81.330788;28.811748
-80.995399;29.159148
-82.064619;29.061195
-81.642281;28.824
-82.601855;28.903098
-80.333951;25.785143
-80.333423;25.747776
-80.216166;25.750767
-80.258849;25.755098
-80.387227;25.746328
-80.336881;25.732959
-80.432193;25.744947
-80.191497;25.772595
-80.331177;25.769788
-80.239136;25.735516
-82.723529;35.243142
-82.490648;35.320545
-81.534202;35.276747
-80.748332;35.293421
-82.160799;35.297255
-81.128174;35.259784
-80.957554;34.067537
-78.843354;33.726473
-78.69281;33.892726
-81.16124;34.056428
-78.721957;33.804574
-78.708098;33.907486
-81.121715;34.044563
-78.896157;33.711759
-81.154551;33.973463
-80.568954;28.098091
-81.662296;28.104649
-82.54221;28.083196
-80.592982;28.185886
-80.672301;28.213596
-81.641346;28.125124
-80.597386;28.138559
-80.672107;28.174414
-82.353798;28.174491
-80.671748;28.146144
-80.671653;28.126943
-82.74096;28.123027
-82.180373;28.234116
-82.435822;28.191764
-82.353391;28.146066
-82.69674;28.093057
-81.992875;28.080492
-80.599821;28.1533
-82.407123;28.185648
-80.621767;28.08847
-80.582879;28.138607
-80.672087;28.166151
-77.653555;37.527219
-77.648241;37.430354
-77.653703;37.409246
-77.907125;37.529913
-77.575585;37.50338
-79.18348;37.369811
-77.483905;37.554385
-77.51105;37.595928
-80.311542;36.11523
-80.304877;36.068038
-79.499317;36.069032
-79.097566;36.075475
-79.097566;36.075475
-79.83228;36.085417
-79.605257;36.064592
-79.400271;36.066356
-79.856491;36.132057
-80.241619;26.120938
-81.758546;26.119088
-80.129703;26.119308
-80.400902;26.133939
-80.252557;26.105322
-80.361186;26.12484
-81.802985;26.1409
-80.250345;26.108111
-80.15423;26.092417
-80.130653;26.098777
-80.31728;26.145534
