platoonEvent_id,event_type,vehicle1_id,route_node1_id,vehicle2_id,route_node2_id,platoon_id,duration
672571_672646,CREATE,672571,672596,672646,672671,672886,0.217032
672571_672646,DISSOLVE,672571,672597,672646,672672,672886,0.092483
672571_672827,CREATE,672571,672577,672827,672831,672889,0.009168
672571_672827,VIA,672571,672578,672827,672832,672889,0.087759
672571_672827,VIA,672571,672579,672827,672833,672889,0.007695
672571_672827,VIA,672571,672580,672827,672834,672889,0.010998
672571_672827,VIA,672571,672581,672827,672835,672889,0.012004
672571_672827,VIA,672571,672582,672827,672836,672889,0.022101
672571_672827,VIA,672571,672583,672827,672837,672889,0.0146
672571_672827,VIA,672571,672584,672827,672838,672889,0.010008
672571_672827,VIA,672571,672585,672827,672839,672889,0.017227
672571_672827,DISSOLVE,672571,672586,672827,672840,672889,0.037627
672571_672212,ADD,672571-Present,672585,672212-Added,672234,672889,0.118204
672571_672451,ADD,672571-Present,672596,672451-Added,672502,672886,0.008996
672571_672451,ADD,672571-Present,672597,672451-Added,672503,672886,0.006003
672050_672736,CREATE,672050,672076,672736,672750,672911,0.005009
672050_672736,VIA,672050,672077,672736,672751,672911,0.007715
672050_672736,VIA,672050,672078,672736,672752,672911,0.005998
672050_672736,VIA,672050,672079,672736,672753,672911,0.0061
672050_672736,VIA,672050,672080,672736,672754,672911,0.005996
672050_672736,VIA,672050,672081,672736,672755,672911,0.007593
672050_672736,VIA,672050,672082,672736,672756,672911,0.004999
672050_672736,VIA,672050,672083,672736,672757,672911,0.047654
672050_672736,DISSOLVE,672050,672084,672736,672758,672911,0.071056
672050_672257,CREATE,672050,672067,672257,672318,672928,0.017138
672050_672257,DISSOLVE,672050,672068,672257,672319,672928,0.013997
672050_672786,CREATE,672050,672097,672786,672805,672931,0.006008
672050_672786,VIA,672050,672098,672786,672806,672931,0.007135
672050_672786,VIA,672050,672099,672786,672807,672931,0.005993
672050_672786,VIA,672050,672100,672786,672808,672931,0.010519
672050_672786,VIA,672050,672101,672786,672809,672931,0.006002
672050_672786,VIA,672050,672102,672786,672810,672931,0.005997
672050_672786,VIA,672050,672103,672786,672811,672931,0.007
672050_672786,VIA,672050,672104,672786,672812,672931,0.00701
672050_672786,VIA,672050,672105,672786,672813,672931,0.007003
672050_672786,VIA,672050,672106,672786,672814,672931,0.010636
672050_672786,VIA,672050,672107,672786,672815,672931,0.006788
672050_672786,VIA,672050,672108,672786,672816,672931,0.005998
672050_672786,VIA,672050,672109,672786,672817,672931,0.005999
672050_672786,VIA,672050,672110,672786,672818,672931,0.006001
672050_672786,VIA,672050,672111,672786,672819,672931,0.005999
672050_672786,VIA,672050,672112,672786,672820,672931,0.006854
672050_672786,VIA,672050,672113,672786,672821,672931,0.005998
672050_672786,VIA,672050,672114,672786,672822,672931,0.005071
672050_672786,VIA,672050,672115,672786,672823,672931,0.005003
672050_672786,VIA,672050,672116,672786,672824,672931,0.005708
672050_672786,DISSOLVE,672050,672117,672786,672825,672931,0.013399
672050_672858,ADD,672050-Present,672076,672858-Added,672863,672911,0.015999
672050_672858,ADD,672050-Present,672077,672858-Added,672864,672911,0.007855
672050_672858,ADD,672050-Present,672078,672858-Added,672865,672911,0.009345
672050_672858,ADD,672050-Present,672079,672858-Added,672866,672911,0.011539
672050_672858,ADD,672050-Present,672080,672858-Added,672867,672911,0.013184
672050_672858,ADD,672050-Present,672081,672858-Added,672868,672911,0.005999
672050_672858,ADD,672050-Present,672082,672858-Added,672869,672911,0.019427
672050_672858,ADD,672050-Present,672083,672858-Added,672870,672911,0.003999
672646_672451,ADD,672646-Present,672671,672451-Added,672502,672886,0.008004
672827_672212,ADD,672827-Present,672839,672212-Added,672234,672889,0.004001
672827_672212,ADD,672827-Present,672840,672212-Added,672235,672889,0.007001
672186_672404,CREATE,672186,672193,672404,672406,672983,0.006001
672186_672404,DISSOLVE,672186,672194,672404,672407,672983,0.007146
672125_672257,CREATE,672125,672135,672257,672264,672986,0.005567
672125_672257,VIA,672125,672136,672257,672265,672986,0.009021
672125_672257,VIA,672125,672137,672257,672266,672986,0.006616
672125_672257,VIA,672125,672138,672257,672267,672986,0.005287
672125_672257,VIA,672125,672139,672257,672268,672986,0.006001
672125_672257,DISSOLVE,672125,672140,672257,672269,672986,0.006999
672125_672506,CREATE,672125,672127,672506,672540,672997,0.005609
672125_672506,DISSOLVE,672125,672128,672506,672541,672997,0.007798
672736_672858,ADD,672736-Present,672750,672858-Added,672863,672911,0.004008
672736_672858,ADD,672736-Present,672751,672858-Added,672864,672911,0.010739
672736_672858,ADD,672736-Present,672752,672858-Added,672865,672911,0.007001
672736_672858,ADD,672736-Present,672753,672858-Added,672866,672911,0.005003
672736_672858,ADD,672736-Present,672754,672858-Added,672867,672911,0.005517
672736_672858,ADD,672736-Present,672755,672858-Added,672868,672911,0.005674
672736_672858,ADD,672736-Present,672756,672858-Added,672869,672911,0.006619
672736_672858,ADD,672736-Present,672757,672858-Added,672870,672911,0.005008
672736_672858,ADD,672736-Present,672758,672858-Added,672871,672911,0.006997
