platoonEvent_id,event_type,vehicle1_id,route_node1_id,vehicle2_id,route_node2_id,platoon_id,duration
245546_246369,CREATE,245546,245749,246369,246813,247237,0.115044
245546_246369,VIA,245546,245750,246369,246814,247237,0.077695
245546_246369,VIA,245546,245751,246369,246815,247237,0.007003
245546_246369,VIA,245546,245752,246369,246816,247237,0.006002
245546_246369,VIA,245546,245753,246369,246817,247237,0.004874
245546_246369,VIA,245546,245754,246369,246818,247237,0.006356
245546_246369,VIA,245546,245755,246369,246819,247237,0.006172
245546_246369,VIA,245546,245756,246369,246820,247237,0.004769
245546_246369,VIA,245546,245757,246369,246821,247237,0.005137
245546_246369,VIA,245546,245758,246369,246822,247237,0.005003
245546_246369,VIA,245546,245759,246369,246823,247237,0.005995
245546_246369,VIA,245546,245760,246369,246824,247237,0.006007
245546_246369,VIA,245546,245761,246369,246825,247237,0.005298
245546_246369,VIA,245546,245762,246369,246826,247237,0.004573
245546_246369,VIA,245546,245763,246369,246827,247237,0.135997
245546_246369,VIA,245546,245764,246369,246828,247237,0.023998
245546_246369,VIA,245546,245765,246369,246829,247237,0.042008
245546_246369,VIA,245546,245766,246369,246830,247237,0.017322
245546_246369,DISSOLVE,245546,245767,246369,246831,247237,0.120278
244317_246369,CREATE,244317,244546,246369,246704,247274,0.006101
244317_246369,VIA,244317,244547,246369,246705,247274,0.014727
244317_246369,VIA,244317,244548,246369,246706,247274,0.006167
244317_246369,VIA,244317,244549,246369,246707,247274,0.004349
244317_246369,VIA,244317,244550,246369,246708,247274,0.004745
244317_246369,VIA,244317,244551,246369,246709,247274,0.004769
244317_246369,VIA,244317,244552,246369,246710,247274,0.005864
244317_246369,VIA,244317,244553,246369,246711,247274,0.00519
244317_246369,VIA,244317,244554,246369,246712,247274,0.005264
244317_246369,VIA,244317,244555,246369,246713,247274,0.005013
244317_246369,VIA,244317,244556,246369,246714,247274,0.017052
244317_246369,VIA,244317,244557,246369,246715,247274,0.004174
244317_246369,VIA,244317,244558,246369,246716,247274,0.004869
244317_246369,VIA,244317,244559,246369,246717,247274,0.005224
244317_246369,VIA,244317,244560,246369,246718,247274,0.004004
244317_246369,VIA,244317,244561,246369,246719,247274,0.004191
244317_246369,VIA,244317,244562,246369,246720,247274,0.005002
244317_246369,VIA,244317,244563,246369,246721,247274,0.005656
244317_246369,VIA,244317,244564,246369,246722,247274,0.004577
244317_246369,VIA,244317,244565,246369,246723,247274,0.009023
244317_246369,VIA,244317,244566,246369,246724,247274,0.007978
244317_246369,VIA,244317,244567,246369,246725,247274,0.005227
244317_246369,VIA,244317,244568,246369,246726,247274,0.006301
244317_246369,VIA,244317,244569,246369,246727,247274,0.006705
244317_246369,VIA,244317,244570,246369,246728,247274,0.005004
244317_246369,VIA,244317,244571,246369,246729,247274,0.004497
244317_246369,VIA,244317,244572,246369,246730,247274,0.006852
244317_246369,VIA,244317,244573,246369,246731,247274,0.004006
244317_246369,VIA,244317,244574,246369,246732,247274,0.003998
244317_246369,VIA,244317,244575,246369,246733,247274,0.005033
244317_246369,VIA,244317,244576,246369,246734,247274,0.004003
244317_246369,VIA,244317,244577,246369,246735,247274,0.005641
244317_246369,VIA,244317,244578,246369,246736,247274,0.005452
244317_246369,VIA,244317,244579,246369,246737,247274,0.00536
244317_246369,VIA,244317,244580,246369,246738,247274,0.005869
244317_246369,VIA,244317,244581,246369,246739,247274,0.004176
244317_246369,VIA,244317,244582,246369,246740,247274,0.005
244317_246369,VIA,244317,244583,246369,246741,247274,0.005997
244317_246369,VIA,244317,244584,246369,246742,247274,0.004002
244317_246369,VIA,244317,244585,246369,246743,247274,0.00421
244317_246369,VIA,244317,244586,246369,246744,247274,0.006183
244317_246369,VIA,244317,244587,246369,246745,247274,0.004002
244317_246369,VIA,244317,244588,246369,246746,247274,0.004
244317_246369,VIA,244317,244589,246369,246747,247274,0.004852
244317_246369,VIA,244317,244590,246369,246748,247274,0.011005
244317_246369,VIA,244317,244591,246369,246749,247274,0.005369
244317_246369,VIA,244317,244592,246369,246750,247274,0.006
244317_246369,VIA,244317,244593,246369,246751,247274,0.005839
244317_246369,VIA,244317,244594,246369,246752,247274,0.005734
244317_246369,VIA,244317,244595,246369,246753,247274,0.005018
