platoonEvent_id,event_type,vehicle1_id,route_node1_id,vehicle2_id,route_node2_id,platoon_id,duration
673626_673100,CREATE,673626,673639,673100,673114,674422,0.026263
673626_673100,VIA,673626,673640,673100,673115,674422,0.008001
673626_673100,VIA,673626,673641,673100,673116,674422,0.005552
673626_673100,VIA,673626,673642,673100,673117,674422,0.001036
673626_673100,DISSOLVE,673626,673643,673100,673118,674422,0.008179
673626_673892,CREATE,673626,673638,673892,673893,674431,0.0
673626_673892,VIA,673626,673639,673892,673894,674431,0.009022
673626_673892,VIA,673626,673640,673892,673895,674431,0.002528
673626_673892,VIA,673626,673641,673892,673896,674431,0.007179
673626_673892,VIA,673626,673642,673892,673897,674431,0.009129
673626_673892,DISSOLVE,673626,673643,673892,673898,674431,0.003045
673626_673375,ADD,673626-Present,673639,673375-Added,673415,674431,0.005999
673626_673375,ADD,673626-Present,673640,673375-Added,673416,674431,0.005009
673626_673375,ADD,673626-Present,673641,673375-Added,673417,674431,0.004703
673626_673375,ADD,673626-Present,673642,673375-Added,673418,674431,0.003331
673072_673974,CREATE,673072,673078,673974,673983,674446,0.0
673072_673974,VIA,673072,673079,673974,673984,674446,0.0
673072_673974,VIA,673072,673080,673974,673985,674446,0.008128
673072_673974,VIA,673072,673081,673974,673986,674446,0.007804
673072_673974,VIA,673072,673082,673974,673987,674446,0.008044
673072_673974,VIA,673072,673083,673974,673988,674446,0.002806
673072_673974,VIA,673072,673084,673974,673989,674446,0.012377
673072_673974,VIA,673072,673085,673974,673990,674446,0.0
673072_673974,VIA,673072,673086,673974,673991,674446,0.010013
673072_673974,VIA,673072,673087,673974,673992,674446,0.008064
673072_673974,VIA,673072,673088,673974,673993,674446,0.006282
673072_673974,VIA,673072,673089,673974,673994,674446,0.000201
673072_673974,VIA,673072,673090,673974,673995,674446,0.00425
673072_673974,DISSOLVE,673072,673091,673974,673996,674446,0.005697
673696_674182,CREATE,673696,673703,674182,674222,674473,0.010764
673696_674182,VIA,673696,673704,674182,674223,674473,0.008507
673696_674182,VIA,673696,673705,674182,674224,674473,0.006021
673696_674182,VIA,673696,673706,674182,674225,674473,0.004673
673696_674182,DISSOLVE,673696,673707,674182,674226,674473,0.013795
673696_673784,CREATE,673696,673697,673784,673798,674482,0.009582
673696_673784,VIA,673696,673698,673784,673799,674482,0.013251
673696_673784,VIA,673696,673699,673784,673800,674482,0.002471
673696_673784,VIA,673696,673700,673784,673801,674482,0.011117
673696_673784,VIA,673696,673701,673784,673802,674482,0.0089
673696_673784,VIA,673696,673702,673784,673803,674482,0.020143
673696_673784,VIA,673696,673703,673784,673804,674482,0.009325
673696_673784,VIA,673696,673704,673784,673805,674482,0.01193
673696_673784,VIA,673696,673705,673784,673806,674482,0.01447
673696_673784,VIA,673696,673706,673784,673807,674482,0.003362
673696_673784,VIA,673696,673707,673784,673808,674482,0.008554
673696_673784,VIA,673696,673708,673784,673809,674482,0.010091
673696_673784,VIA,673696,673709,673784,673810,674482,0.009688
673696_673784,VIA,673696,673710,673784,673811,674482,0.012807
673696_673784,VIA,673696,673711,673784,673812,674482,0.017644
673696_673784,VIA,673696,673712,673784,673813,674482,0.009081
673696_673784,VIA,673696,673713,673784,673814,674482,0.010146
673696_673784,VIA,673696,673714,673784,673815,674482,0.02035
673696_673784,VIA,673696,673715,673784,673816,674482,0.013845
673696_673784,VIA,673696,673716,673784,673817,674482,0.013575
673696_673784,VIA,673696,673717,673784,673818,674482,0.016194
673696_673784,VIA,673696,673718,673784,673819,674482,0.008577
673696_673784,VIA,673696,673719,673784,673820,674482,0.010298
673696_673784,VIA,673696,673720,673784,673821,674482,0.004522
673696_673784,VIA,673696,673721,673784,673822,674482,0.005046
673696_673784,VIA,673696,673722,673784,673823,674482,0.005538
673696_673784,VIA,673696,673723,673784,673824,674482,0.009582
673696_673784,VIA,673696,673724,673784,673825,674482,0.006008
673696_673784,VIA,673696,673725,673784,673826,674482,0.002035
673696_673784,DISSOLVE,673696,673726,673784,673827,674482,0.007542
673696_674382,ADD,673696-Present,673710,674382-Added,674391,674482,0.003521
674182_673784,ADD,674182-Present,674222,673784-Added,673804,674473,0.0
674182_673784,ADD,674182-Present,674223,673784-Added,673805,674473,0.002062
674182_673784,ADD,674182-Present,674224,673784-Added,673806,674473,0.003743
674182_673784,ADD,674182-Present,674225,673784-Added,673807,674473,0.002541
674182_673588,CREATE,674182,674200,673588,673614,674546,0.010152
674182_673588,DISSOLVE,674182,674201,673588,673615,674546,0.0
674182_674230,CREATE,674182,674196,674230,674241,674549,0.009132
674182_674230,VIA,674182,674197,674230,674242,674549,0.004114
674182_674230,VIA,674182,674198,674230,674243,674549,0.007633
674182_674230,VIA,674182,674199,674230,674244,674549,0.007615
674182_674230,VIA,674182,674200,674230,674245,674549,0.003566
674182_674230,VIA,674182,674201,674230,674246,674549,0.00505
674182_674230,VIA,674182,674202,674230,674247,674549,0.03315
