vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
673010,0.082519,standard,standard,60.0,2026-01-22T12:04:53.954879,2026-01-22T13:04:53.954879,673009,34
673046,0.029409,standard,standard,60.0,2026-01-22T12:04:54.251769,2026-01-22T13:04:54.251769,673009,24
673072,0.021924,standard,standard,60.0,2026-01-22T12:04:54.433706,2026-01-22T13:04:54.433706,673009,26
673100,0.042588,standard,standard,60.0,2026-01-22T12:04:54.703331,2026-01-22T13:04:54.703331,673009,34
673136,0.040611,standard,standard,60.0,2026-01-22T12:04:54.917231,2026-01-22T13:04:54.917231,673009,43
673181,0.019891,standard,standard,60.0,2026-01-22T12:04:55.210361,2026-01-22T13:04:55.210361,673009,5
673188,0.088874,standard,standard,60.0,2026-01-22T12:04:55.302807,2026-01-22T13:04:55.302807,673009,96
673286,0.06669,standard,standard,60.0,2026-01-22T12:04:55.874466,2026-01-22T13:04:55.874466,673009,87
673375,0.063026,standard,standard,60.0,2026-01-22T12:04:56.830941,2026-01-22T13:04:56.830941,673009,73
673450,0.022824,standard,standard,60.0,2026-01-22T12:04:57.232790,2026-01-22T13:04:57.232790,673009,36
673488,0.049403,standard,standard,60.0,2026-01-22T12:04:57.515984,2026-01-22T13:04:57.515984,673009,53
673543,0.02465,standard,standard,60.0,2026-01-22T12:04:57.874803,2026-01-22T13:04:57.874803,673009,15
673560,0.04059,standard,standard,60.0,2026-01-22T12:04:58.011307,2026-01-22T13:04:58.011307,673009,26
673588,0.027069,standard,standard,60.0,2026-01-22T12:04:58.397972,2026-01-22T13:04:58.397972,673009,36
673626,0.018965,standard,standard,60.0,2026-01-22T12:04:58.672270,2026-01-22T13:04:58.672270,673009,17
673645,0.020378,standard,standard,60.0,2026-01-22T12:04:58.797276,2026-01-22T13:04:58.797276,673009,49
673696,0.020274,standard,standard,60.0,2026-01-22T12:04:59.048816,2026-01-22T13:04:59.048816,673009,33
673731,0.018849,standard,standard,60.0,2026-01-22T12:04:59.253778,2026-01-22T13:04:59.253778,673009,51
673784,0.114062,standard,standard,60.0,2026-01-22T12:04:59.654081,2026-01-22T13:04:59.654081,673009,57
673843,0.064431,standard,standard,60.0,2026-01-22T12:05:00.413855,2026-01-22T13:05:00.413855,673009,47
673892,0.023977,standard,standard,60.0,2026-01-22T12:05:00.868628,2026-01-22T13:05:00.868628,673009,20
673914,0.051299,standard,standard,60.0,2026-01-22T12:05:01.072004,2026-01-22T13:05:01.072004,673009,25
673941,0.09594,standard,standard,60.0,2026-01-22T12:05:01.355012,2026-01-22T13:05:01.355012,673009,31
673974,0.082431,standard,standard,60.0,2026-01-22T12:05:01.774070,2026-01-22T13:05:01.774070,673009,98
674074,0.092556,standard,standard,60.0,2026-01-22T12:05:02.432689,2026-01-22T13:05:02.432689,673009,106
674182,0.032494,standard,standard,60.0,2026-01-22T12:05:03.093457,2026-01-22T13:05:03.093457,673009,46
674230,0.025833,standard,standard,60.0,2026-01-22T12:05:03.399303,2026-01-22T13:05:03.399303,673009,28
674260,0.029483,standard,standard,60.0,2026-01-22T12:05:03.607674,2026-01-22T13:05:03.607674,673009,39
674301,0.029378,standard,standard,60.0,2026-01-22T12:05:03.950860,2026-01-22T13:05:03.950860,673009,16
674319,0.023059,standard,standard,60.0,2026-01-22T12:05:04.109361,2026-01-22T13:05:04.109361,673009,35
674356,0.010626,standard,standard,60.0,2026-01-22T12:05:04.341242,2026-01-22T13:05:04.341242,673009,24
674382,0.02248,standard,standard,60.0,2026-01-22T12:05:04.552009,2026-01-22T13:05:04.552009,673009,29
