platoon_id,number_of_events,vehicle_set,test_case_duration_time
649952,24,645250,3.1445531845092773
650006,17,645250,3.1445531845092773
650060,13,645250,3.1445531845092773
649999,11,645250,3.1445531845092773
650041,10,645250,3.1445531845092773
650032,5,645250,3.1445531845092773
649947,3,645250,3.1445531845092773
650026,2,645250,3.1445531845092773
650083,24,649492,2.462110757827759
650133,17,649492,2.462110757827759
650144,13,649492,2.462110757827759
650179,10,649492,2.462110757827759
650203,5,649492,2.462110757827759
650168,4,649492,2.462110757827759
650198,3,649492,2.462110757827759
650130,2,649492,2.462110757827759
