vehicle_set_id,number_of_vehicles,creation_time_laps,type
323311,5,26.364925,random
324991,5,27.276364,random
327946,5,21.185272,random
330395,5,12.05966,random
331666,5,17.417532,random
333613,5,8.647749,random
334563,5,20.874031,random
337170,5,14.457994,random
338719,5,13.520806,random
340531,5,12.938087,random
342177,5,12.97903,random
343502,5,23.125189,random
345434,5,22.322332,random
347830,5,28.514641,random
350440,5,15.840371,random
351467,5,20.025469,random
353054,5,11.142325,random
354479,5,22.228887,random
356873,5,10.478997,random
358121,5,19.80329,random
360438,5,23.893625,random
363196,5,23.83885,random
365774,5,19.267398,random
367854,5,15.459158,random
369462,5,22.3797,random
371842,5,16.317083,random
373534,5,14.8809,random
374920,5,16.427283,random
376630,5,10.37671,random
377856,5,14.676656,random
379749,5,22.048463,random
382477,5,8.627246,random
383820,5,16.743738,random
385824,5,11.829381,random
387147,5,20.782351,random
389700,5,10.999032,random
390834,5,15.820361,random
392802,5,17.622711,random
395234,5,18.061011,random
397608,5,15.266298,random
399475,5,10.728238,random
400615,5,15.940708,random
402426,5,26.114458,random
404698,5,24.815841,random
407233,5,21.604383,random
409402,5,12.115372,random
410899,5,13.926634,random
412492,5,25.990137,random
415419,5,16.90382,random
417253,5,14.709093,random
