vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
323312,5.54248,standard,standard,60.0,2026-03-02T18:57:15.596773,2026-03-02T19:57:15.596773,323311,280
323594,3.344178,standard,standard,60.0,2026-03-02T18:57:23.891053,2026-03-02T19:57:23.891053,323311,408
324004,0.301538,standard,standard,60.0,2026-03-02T18:57:30.036391,2026-03-02T19:57:30.036391,323311,55
324061,2.71784,standard,standard,60.0,2026-03-02T18:57:30.723540,2026-03-02T19:57:30.723540,323311,499
324562,1.713875,standard,standard,60.0,2026-03-02T18:57:36.171603,2026-03-02T19:57:36.171603,323311,416
324992,1.501785,standard,standard,60.0,2026-03-02T18:57:41.395508,2026-03-02T19:57:41.395508,324991,222
325216,1.756043,standard,standard,60.0,2026-03-02T18:57:44.240377,2026-03-02T19:57:44.240377,324991,471
325689,3.319709,standard,standard,60.0,2026-03-02T18:57:48.700340,2026-03-02T19:57:48.700340,324991,737
326428,3.086953,standard,standard,60.0,2026-03-02T18:57:55.622972,2026-03-02T19:57:55.622972,324991,526
326956,3.229044,standard,standard,60.0,2026-03-02T18:58:01.044539,2026-03-02T19:58:01.044539,324991,988
327947,2.604469,standard,standard,60.0,2026-03-02T18:58:08.688409,2026-03-02T19:58:08.688409,327946,469
328418,1.639034,standard,standard,60.0,2026-03-02T18:58:13.163714,2026-03-02T19:58:13.163714,327946,652
329072,1.840258,standard,standard,60.0,2026-03-02T18:58:17.643820,2026-03-02T19:58:17.643820,327946,524
329598,1.160289,standard,standard,60.0,2026-03-02T18:58:21.683548,2026-03-02T19:58:21.683548,327946,310
329910,3.172472,standard,standard,60.0,2026-03-02T18:58:24.159215,2026-03-02T19:58:24.159215,327946,483
330396,0.629877,standard,standard,60.0,2026-03-02T18:58:29.888848,2026-03-02T19:58:29.888848,330395,189
330587,1.578697,standard,standard,60.0,2026-03-02T18:58:31.222977,2026-03-02T19:58:31.222977,330395,253
330842,0.544841,standard,standard,60.0,2026-03-02T18:58:33.975575,2026-03-02T19:58:33.975575,330395,151
330995,0.830799,standard,standard,60.0,2026-03-02T18:58:35.191722,2026-03-02T19:58:35.191722,330395,411
331408,2.62167,standard,standard,60.0,2026-03-02T18:58:37.817961,2026-03-02T19:58:37.817961,330395,256
331667,1.741474,standard,standard,60.0,2026-03-02T18:58:42.087417,2026-03-02T19:58:42.087417,331666,207
331876,2.258745,standard,standard,60.0,2026-03-02T18:58:44.581908,2026-03-02T19:58:44.581908,331666,553
332431,2.096051,standard,standard,60.0,2026-03-02T18:58:49.164589,2026-03-02T19:58:49.164589,331666,497
332930,2.615936,standard,standard,60.0,2026-03-02T18:58:53.100886,2026-03-02T19:58:53.100886,331666,471
333403,0.967319,standard,standard,60.0,2026-03-02T18:58:57.450471,2026-03-02T19:58:57.450471,331666,208
333614,0.936749,standard,standard,60.0,2026-03-02T18:58:59.503705,2026-03-02T19:58:59.503705,333613,174
333790,2.554408,standard,standard,60.0,2026-03-02T18:59:01.001777,2026-03-02T19:59:01.001777,333613,460
334252,0.829331,standard,standard,60.0,2026-03-02T18:59:05.278517,2026-03-02T19:59:05.278517,333613,115
334369,0.219149,standard,standard,60.0,2026-03-02T18:59:06.677837,2026-03-02T19:59:06.677837,333613,70
334441,0.314435,standard,standard,60.0,2026-03-02T18:59:07.114512,2026-03-02T19:59:07.114512,333613,120
334564,2.2172,standard,standard,60.0,2026-03-02T18:59:08.186943,2026-03-02T19:59:08.186943,334563,476
335042,3.357736,standard,standard,60.0,2026-03-02T18:59:11.998431,2026-03-02T19:59:11.998431,334563,845
