vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
631784,0.024713,standard,standard,57.0,2025-12-18T18:25:25.344377,2025-12-18T19:25:25.344377,631783,52
631838,0.010754,standard,standard,58.0,2025-12-18T18:25:25.556526,2025-12-18T19:25:25.556526,631783,23
631863,0.028916,standard,standard,55.666666666666664,2025-12-18T18:25:25.687133,2025-12-18T19:25:25.687133,631783,84
631949,0.033371,standard,standard,61.0,2025-12-18T18:25:26.062751,2025-12-18T19:25:26.062751,631783,79
632030,0.019001,standard,standard,59.333333333333336,2025-12-18T18:25:26.421313,2025-12-18T19:25:26.421313,631783,24
632056,0.042459,standard,standard,63.0,2025-12-18T18:25:26.618705,2025-12-18T19:25:26.618705,631783,68
632126,0.019062,standard,standard,54.333333333333336,2025-12-18T18:25:26.989604,2025-12-18T19:25:26.989604,631783,44
632172,0.022497,standard,standard,56.333333333333336,2025-12-18T18:25:27.202700,2025-12-18T19:25:27.202700,631783,82
632256,0.027805,standard,standard,56.0,2025-12-18T18:25:27.527971,2025-12-18T19:25:27.528970,631783,87
632345,0.026064,standard,standard,65.0,2025-12-18T18:25:27.891880,2025-12-18T19:25:27.891880,631783,69
632416,0.018445,standard,standard,53.666666666666664,2025-12-18T18:25:28.192529,2025-12-18T19:25:28.192529,631783,42
632460,0.036842,standard,standard,61.666666666666664,2025-12-18T18:25:28.379321,2025-12-18T19:25:28.379321,631783,107
632569,0.035296,standard,standard,61.0,2025-12-18T18:25:28.784603,2025-12-18T19:25:28.784603,631783,93
632664,0.010461,standard,standard,59.333333333333336,2025-12-18T18:25:29.147828,2025-12-18T19:25:29.147828,631783,25
632691,0.007417,standard,standard,53.666666666666664,2025-12-18T18:25:29.261994,2025-12-18T19:25:29.261994,631783,4
632698,0.045627,standard,standard,61.333333333333336,2025-12-18T18:25:29.358103,2025-12-18T19:25:29.358103,632697,83
632783,0.039748,standard,standard,53.333333333333336,2025-12-18T18:25:29.715638,2025-12-18T19:25:29.715638,632697,27
632812,0.047869,standard,standard,58.0,2025-12-18T18:25:29.870218,2025-12-18T19:25:29.870218,632697,68
632882,0.028825,standard,standard,51.666666666666664,2025-12-18T18:25:30.246450,2025-12-18T19:25:30.246450,632697,58
632942,0.030052,standard,standard,60.666666666666664,2025-12-18T18:25:30.572321,2025-12-18T19:25:30.572321,632697,85
