vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
294175,6.866384,standard,standard,61.0,2025-12-18T20:21:46.323308,2025-12-18T21:21:46.323308,294155,399
294576,3.392668,standard,standard,57.0,2025-12-18T20:21:56.416451,2025-12-18T21:21:56.416451,294155,426
295004,3.074587,standard,standard,63.333333333333336,2025-12-18T20:22:02.844346,2025-12-18T21:22:02.844346,294155,592
295598,1.539526,standard,standard,57.666666666666664,2025-12-18T20:22:09.570886,2025-12-18T21:22:09.570886,294155,434
296034,2.457948,standard,standard,55.333333333333336,2025-12-18T20:22:13.265850,2025-12-18T21:22:13.265850,294155,269
296305,2.376339,standard,standard,56.333333333333336,2025-12-18T20:22:17.216043,2025-12-18T21:22:17.216043,294155,393
296700,0.537714,standard,standard,59.0,2025-12-18T20:22:21.334515,2025-12-18T21:22:21.334515,294155,173
296875,3.75848,standard,standard,53.0,2025-12-18T20:22:23.165581,2025-12-18T21:22:23.165581,294155,612
297489,2.463124,standard,standard,56.666666666666664,2025-12-18T20:22:29.606884,2025-12-18T21:22:29.606884,294155,454
297945,1.22312,standard,standard,65.0,2025-12-18T20:22:33.964923,2025-12-18T21:22:33.964923,294155,355
298302,0.135155,standard,standard,61.0,2025-12-18T20:22:36.781571,2025-12-18T21:22:36.781571,294155,74
298378,0.662987,standard,standard,62.666666666666664,2025-12-18T20:22:37.233643,2025-12-18T21:22:37.233643,294155,138
298518,2.191023,standard,standard,54.0,2025-12-18T20:22:38.441497,2025-12-18T21:22:38.441497,294155,529
299049,3.526255,standard,standard,55.333333333333336,2025-12-18T20:22:42.886181,2025-12-18T21:22:42.886181,294155,488
299539,1.040285,standard,standard,62.0,2025-12-18T20:22:48.507634,2025-12-18T21:22:48.507634,294155,110
299651,0.120445,standard,standard,57.0,2025-12-18T20:22:50.014160,2025-12-18T21:22:50.014160,294155,78
299731,1.368978,standard,standard,58.666666666666664,2025-12-18T20:22:50.427889,2025-12-18T21:22:50.427889,294155,297
300030,0.520748,standard,standard,59.333333333333336,2025-12-18T20:22:53.131511,2025-12-18T21:22:53.131511,294155,395
