vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
651380,0.040166,standard,standard,63.333333333333336,2025-12-19T12:12:31.334517,2025-12-19T13:12:31.334517,640811,43
651425,0.032254,standard,standard,59.0,2025-12-19T12:12:31.885515,2025-12-19T13:12:31.885515,640811,8
651435,0.099322,standard,standard,58.666666666666664,2025-12-19T12:12:32.053046,2025-12-19T13:12:32.053046,640811,50
651487,0.075215,standard,standard,58.666666666666664,2025-12-19T12:12:32.528581,2025-12-19T13:12:32.528581,640811,84
651573,0.080967,standard,standard,59.666666666666664,2025-12-19T12:12:33.322917,2025-12-19T13:12:33.322917,640811,84
651659,0.181264,standard,standard,52.666666666666664,2025-12-19T12:12:34.176096,2025-12-19T13:12:34.176096,640811,74
651735,0.08584,standard,standard,57.666666666666664,2025-12-19T12:12:34.935998,2025-12-19T13:12:34.935998,640811,84
651821,0.073174,standard,standard,56.0,2025-12-19T12:12:35.636279,2025-12-19T13:12:35.636279,640811,57
651880,0.040812,standard,standard,63.333333333333336,2025-12-19T12:12:36.097474,2025-12-19T13:12:36.097474,640811,35
651917,0.089112,standard,standard,60.333333333333336,2025-12-19T12:12:36.363266,2025-12-19T13:12:36.363266,640811,94
652013,0.037471,standard,standard,58.0,2025-12-19T12:12:37.116980,2025-12-19T13:12:37.116980,640811,21
652036,0.040937,standard,standard,61.0,2025-12-19T12:12:37.420054,2025-12-19T13:12:37.420054,640811,56
652095,0.152074,standard,standard,59.666666666666664,2025-12-19T12:12:38.499888,2025-12-19T13:12:38.499888,652094,82
652179,0.05833,standard,standard,54.0,2025-12-19T12:12:39.214455,2025-12-19T13:12:39.214455,652094,71
652252,0.052441,standard,standard,54.0,2025-12-19T12:12:39.752733,2025-12-19T13:12:39.752733,652094,92
652346,0.04272,standard,standard,58.333333333333336,2025-12-19T12:12:40.316782,2025-12-19T13:12:40.316782,652094,41
652389,0.044014,standard,standard,60.0,2025-12-19T12:12:40.821051,2025-12-19T13:12:40.821051,652094,47
652438,0.04846,standard,standard,58.666666666666664,2025-12-19T12:12:41.160859,2025-12-19T13:12:41.160859,652094,46
652486,0.029515,standard,standard,55.0,2025-12-19T12:12:41.526924,2025-12-19T13:12:41.526924,652094,17
652505,0.065576,standard,standard,53.333333333333336,2025-12-19T12:12:41.732067,2025-12-19T13:12:41.732067,652094,70
652577,0.031231,standard,standard,59.0,2025-12-19T12:12:42.227111,2025-12-19T13:12:42.227111,652094,31
652610,0.025999,standard,standard,55.0,2025-12-19T12:12:42.549324,2025-12-19T13:12:42.549324,652094,38
652650,0.037547,standard,standard,54.333333333333336,2025-12-19T12:12:42.902095,2025-12-19T13:12:42.902095,652094,29
652681,0.063181,standard,standard,59.666666666666664,2025-12-19T12:12:43.389806,2025-12-19T13:12:43.389806,652094,68
652751,0.030551,standard,standard,63.333333333333336,2025-12-19T12:12:44.249797,2025-12-19T13:12:44.249797,652094,36
652789,0.051077,standard,standard,62.333333333333336,2025-12-19T12:12:44.609747,2025-12-19T13:12:44.609747,652094,46
652837,0.03696,standard,standard,55.333333333333336,2025-12-19T12:12:44.952478,2025-12-19T13:12:44.952478,652094,62
652901,0.05033,standard,standard,57.666666666666664,2025-12-19T12:12:45.411275,2025-12-19T13:12:45.411275,652094,42
652945,0.040948,standard,standard,58.666666666666664,2025-12-19T12:12:46.030227,2025-12-19T13:12:46.030227,652094,28
652975,0.035214,standard,standard,55.333333333333336,2025-12-19T12:12:46.478593,2025-12-19T13:12:46.478593,652094,24
653001,0.013234,standard,standard,57.666666666666664,2025-12-19T12:12:46.729521,2025-12-19T13:12:46.729521,652094,19
653022,0.019606,standard,standard,60.0,2025-12-19T12:12:46.897256,2025-12-19T13:12:46.897256,652094,22
653046,0.03428,standard,standard,56.333333333333336,2025-12-19T12:12:47.057371,2025-12-19T13:12:47.057371,652094,41
653089,0.022097,standard,standard,62.333333333333336,2025-12-19T12:12:47.370953,2025-12-19T13:12:47.370953,652094,30
653121,0.024377,standard,standard,60.333333333333336,2025-12-19T12:12:47.564394,2025-12-19T13:12:47.564394,652094,69
653192,0.011232,standard,standard,58.333333333333336,2025-12-19T12:12:47.922260,2025-12-19T13:12:47.922260,652094,10
653204,0.023644,standard,standard,60.0,2025-12-19T12:12:48.052438,2025-12-19T13:12:48.052438,652094,20
653226,0.047744,standard,standard,53.333333333333336,2025-12-19T12:12:48.234737,2025-12-19T13:12:48.235704,652094,68
653296,0.053657,standard,standard,62.0,2025-12-19T12:12:48.761134,2025-12-19T13:12:48.761134,652094,67
653365,0.02904,standard,standard,59.0,2025-12-19T12:12:49.385635,2025-12-19T13:12:49.385635,652094,46
653413,0.030948,standard,standard,61.666666666666664,2025-12-19T12:12:49.753557,2025-12-19T13:12:49.753557,652094,36
653451,0.030104,standard,standard,57.666666666666664,2025-12-19T12:12:50.011027,2025-12-19T13:12:50.011027,652094,31
653484,0.098975,standard,standard,57.333333333333336,2025-12-19T12:12:50.270945,2025-12-19T13:12:50.270945,652094,125
653611,0.025897,standard,standard,56.0,2025-12-19T12:12:51.138588,2025-12-19T13:12:51.138588,652094,38
653651,0.038296,standard,standard,62.0,2025-12-19T12:12:51.430596,2025-12-19T13:12:51.430596,652094,57
653710,0.043658,standard,standard,54.666666666666664,2025-12-19T12:12:51.909463,2025-12-19T13:12:51.909463,652094,54
653766,0.040045,standard,standard,59.333333333333336,2025-12-19T12:12:52.296262,2025-12-19T13:12:52.296262,652094,73
653841,0.018565,standard,standard,52.333333333333336,2025-12-19T12:12:52.806789,2025-12-19T13:12:52.806789,652094,17
653860,0.10605,standard,standard,59.0,2025-12-19T12:12:52.997211,2025-12-19T13:12:52.997211,652094,68
653930,0.018164,standard,standard,59.0,2025-12-19T12:12:53.517159,2025-12-19T13:12:53.517159,652094,16
653948,0.034067,standard,standard,55.666666666666664,2025-12-19T12:12:53.659027,2025-12-19T13:12:53.659027,652094,55
654005,0.050708,standard,standard,65.33333333333333,2025-12-19T12:12:54.019238,2025-12-19T13:12:54.019238,652094,84
654091,0.058075,standard,standard,63.0,2025-12-19T12:12:54.613792,2025-12-19T13:12:54.613792,652094,62
654155,0.018234,standard,standard,61.333333333333336,2025-12-19T12:12:55.115332,2025-12-19T13:12:55.115332,652094,23
654180,0.032322,standard,standard,62.333333333333336,2025-12-19T12:12:55.350003,2025-12-19T13:12:55.350003,652094,12
654194,0.011534,standard,standard,59.0,2025-12-19T12:12:55.466892,2025-12-19T13:12:55.466892,652094,34
654231,0.041858,standard,standard,56.333333333333336,2025-12-19T12:12:56.208807,2025-12-19T13:12:56.208807,654230,54
654287,0.048051,standard,standard,61.666666666666664,2025-12-19T12:12:56.515853,2025-12-19T13:12:56.515853,654230,73
654362,0.047696,standard,standard,57.0,2025-12-19T12:12:56.933964,2025-12-19T13:12:56.933964,654230,93
654457,0.051565,standard,standard,60.0,2025-12-19T12:12:57.500471,2025-12-19T13:12:57.500471,654230,73
654532,0.046125,standard,standard,62.333333333333336,2025-12-19T12:12:57.926691,2025-12-19T13:12:57.926691,654230,64
654598,0.029894,standard,standard,55.333333333333336,2025-12-19T12:12:58.343691,2025-12-19T13:12:58.343691,654230,46
654646,0.022556,standard,standard,56.0,2025-12-19T12:12:58.625457,2025-12-19T13:12:58.625457,654230,34
654682,0.046541,standard,standard,51.666666666666664,2025-12-19T12:12:58.880631,2025-12-19T13:12:58.880631,654230,59
654743,0.046605,standard,standard,54.333333333333336,2025-12-19T12:12:59.305026,2025-12-19T13:12:59.305026,654230,43
654788,0.058787,standard,standard,58.666666666666664,2025-12-19T12:12:59.845830,2025-12-19T13:12:59.845830,654230,108
654898,0.028509,standard,standard,58.666666666666664,2025-12-19T12:13:00.433459,2025-12-19T13:13:00.433459,654230,40
654940,0.041168,standard,standard,56.333333333333336,2025-12-19T12:13:00.718285,2025-12-19T13:13:00.718285,654230,77
655019,0.01367,standard,standard,56.666666666666664,2025-12-19T12:13:01.224298,2025-12-19T13:13:01.224298,654230,8
655029,0.019963,standard,standard,55.666666666666664,2025-12-19T12:13:01.316481,2025-12-19T13:13:01.316481,654230,21
655052,0.053439,standard,standard,54.333333333333336,2025-12-19T12:13:01.471273,2025-12-19T13:13:01.471273,654230,98
655152,0.026613,standard,standard,57.333333333333336,2025-12-19T12:13:02.061541,2025-12-19T13:13:02.061541,654230,39
655193,0.048943,standard,standard,57.0,2025-12-19T12:13:02.320265,2025-12-19T13:13:02.320265,654230,58
655253,0.031659,standard,standard,60.666666666666664,2025-12-19T12:13:02.790466,2025-12-19T13:13:02.790466,654230,24
655279,0.118376,standard,standard,57.333333333333336,2025-12-19T12:13:03.008949,2025-12-19T13:13:03.008949,654230,86
655367,0.051634,standard,standard,59.333333333333336,2025-12-19T12:13:03.506926,2025-12-19T13:13:03.506926,654230,99
655468,0.025397,standard,standard,59.0,2025-12-19T12:13:04.151263,2025-12-19T13:13:04.151263,654230,47
655517,0.011367,standard,standard,59.333333333333336,2025-12-19T12:13:04.429992,2025-12-19T13:13:04.429992,654230,16
655535,0.025777,standard,standard,59.333333333333336,2025-12-19T12:13:04.568892,2025-12-19T13:13:04.568892,654230,34
655571,0.046866,standard,standard,59.666666666666664,2025-12-19T12:13:04.796057,2025-12-19T13:13:04.796057,654230,53
655626,0.125805,standard,standard,57.0,2025-12-19T12:13:05.180217,2025-12-19T13:13:05.180217,654230,77
655705,0.025897,standard,standard,52.666666666666664,2025-12-19T12:13:05.917976,2025-12-19T13:13:05.918080,654230,40
655747,0.039848,standard,standard,58.333333333333336,2025-12-19T12:13:06.210084,2025-12-19T13:13:06.210084,654230,42
655791,0.012132,standard,standard,57.333333333333336,2025-12-19T12:13:06.507298,2025-12-19T13:13:06.507298,654230,9
655802,0.031627,standard,standard,57.0,2025-12-19T12:13:06.611312,2025-12-19T13:13:06.611312,654230,27
655831,0.03511,standard,standard,61.0,2025-12-19T12:13:06.845147,2025-12-19T13:13:06.845147,654230,65
655898,0.029209,standard,standard,60.0,2025-12-19T12:13:07.316438,2025-12-19T13:13:07.316438,654230,32
655932,0.084778,standard,standard,58.333333333333336,2025-12-19T12:13:07.616355,2025-12-19T13:13:07.616355,654230,43
655977,0.027524,standard,standard,59.666666666666664,2025-12-19T12:13:07.991367,2025-12-19T13:13:07.991422,654230,44
656023,0.033212,standard,standard,56.333333333333336,2025-12-19T12:13:08.244752,2025-12-19T13:13:08.244752,654230,45
656071,0.027983,standard,standard,59.0,2025-12-19T12:13:08.816006,2025-12-19T13:13:08.816006,656070,25
656098,0.025006,standard,standard,53.0,2025-12-19T12:13:09.017617,2025-12-19T13:13:09.017617,656070,39
656139,0.067545,standard,standard,58.666666666666664,2025-12-19T12:13:09.502762,2025-12-19T13:13:09.502762,656070,48
656189,0.02317,standard,standard,56.333333333333336,2025-12-19T12:13:09.808003,2025-12-19T13:13:09.808003,656070,49
656240,0.03663,standard,standard,60.666666666666664,2025-12-19T12:13:10.089463,2025-12-19T13:13:10.089463,656070,75
656317,0.012867,standard,standard,62.0,2025-12-19T12:13:10.514574,2025-12-19T13:13:10.514574,656070,43
656362,0.008451,standard,standard,58.333333333333336,2025-12-19T12:13:10.818048,2025-12-19T13:13:10.818048,656070,16
656380,0.017898,standard,standard,65.66666666666667,2025-12-19T12:13:10.931812,2025-12-19T13:13:10.931812,656070,26
656408,0.032151,standard,standard,61.333333333333336,2025-12-19T12:13:11.104420,2025-12-19T13:13:11.104420,656070,54
656464,0.052569,standard,standard,55.0,2025-12-19T12:13:11.456888,2025-12-19T13:13:11.457892,656070,82
656548,0.066099,standard,standard,59.0,2025-12-19T12:13:12.088411,2025-12-19T13:13:12.088411,656070,88
656638,0.05367,standard,standard,56.0,2025-12-19T12:13:12.708333,2025-12-19T13:13:12.708333,656070,85
656725,0.047752,standard,standard,63.666666666666664,2025-12-19T12:13:13.327314,2025-12-19T13:13:13.327314,656070,85
656812,0.027655,standard,standard,60.666666666666664,2025-12-19T12:13:13.788525,2025-12-19T13:13:13.788525,656070,69
656883,0.015643,standard,standard,58.333333333333336,2025-12-19T12:13:14.162940,2025-12-19T13:13:14.162940,656070,19
656904,0.031426,standard,standard,56.333333333333336,2025-12-19T12:13:14.311663,2025-12-19T13:13:14.311663,656070,50
656956,0.019073,standard,standard,60.333333333333336,2025-12-19T12:13:14.597124,2025-12-19T13:13:14.597124,656070,25
656983,0.032805,standard,standard,58.666666666666664,2025-12-19T12:13:14.835245,2025-12-19T13:13:14.835245,656070,39
657024,0.028434,standard,standard,57.333333333333336,2025-12-19T12:13:15.090812,2025-12-19T13:13:15.091812,656070,64
657090,0.019985,standard,standard,54.666666666666664,2025-12-19T12:13:15.470067,2025-12-19T13:13:15.470067,656070,41
657133,0.037428,standard,standard,59.0,2025-12-19T12:13:15.735935,2025-12-19T13:13:15.735935,656070,60
657195,0.031045,standard,standard,60.333333333333336,2025-12-19T12:13:16.117982,2025-12-19T13:13:16.117982,656070,54
657251,0.023799,standard,standard,58.0,2025-12-19T12:13:16.406138,2025-12-19T13:13:16.406138,656070,51
657304,0.051401,standard,standard,56.333333333333336,2025-12-19T12:13:16.703330,2025-12-19T13:13:16.703330,656070,99
657405,0.01592,standard,standard,54.333333333333336,2025-12-19T12:13:17.276893,2025-12-19T13:13:17.276893,656070,8
657415,0.025568,standard,standard,64.33333333333333,2025-12-19T12:13:17.406010,2025-12-19T13:13:17.406010,656070,24
657441,0.017972,standard,standard,62.0,2025-12-19T12:13:17.587670,2025-12-19T13:13:17.587670,656070,38
657481,0.022295,standard,standard,62.333333333333336,2025-12-19T12:13:17.804156,2025-12-19T13:13:17.804156,656070,33
657516,0.029415,standard,standard,61.0,2025-12-19T12:13:18.011479,2025-12-19T13:13:18.011479,656070,47
657565,0.03319,standard,standard,61.333333333333336,2025-12-19T12:13:18.294788,2025-12-19T13:13:18.294788,656070,84
657651,0.014259,standard,standard,60.0,2025-12-19T12:13:18.743648,2025-12-19T13:13:18.743648,656070,27
657680,0.030724,standard,standard,55.666666666666664,2025-12-19T12:13:18.916914,2025-12-19T13:13:18.916914,656070,81
657763,0.01917,standard,standard,56.333333333333336,2025-12-19T12:13:19.350563,2025-12-19T13:13:19.350563,656070,42
657807,0.044657,standard,standard,58.333333333333336,2025-12-19T12:13:19.640062,2025-12-19T13:13:19.640062,656070,70
657879,0.065845,standard,standard,58.333333333333336,2025-12-19T12:13:20.193751,2025-12-19T13:13:20.193751,656070,48
657929,0.059597,standard,standard,57.666666666666664,2025-12-19T12:13:20.711218,2025-12-19T13:13:20.711218,656070,55
657986,0.016978,standard,standard,63.0,2025-12-19T12:13:21.283449,2025-12-19T13:13:21.283449,656070,23
658011,0.036999,standard,standard,62.666666666666664,2025-12-19T12:13:21.449225,2025-12-19T13:13:21.449225,656070,28
658041,0.060613,standard,standard,56.0,2025-12-19T12:13:21.760959,2025-12-19T13:13:21.760959,656070,59
658102,0.020968,standard,standard,58.0,2025-12-19T12:13:22.380775,2025-12-19T13:13:22.380775,656070,32
658136,0.01748,standard,standard,57.666666666666664,2025-12-19T12:13:22.596592,2025-12-19T13:13:22.596592,656070,49
658187,0.08393,standard,standard,57.0,2025-12-19T12:13:22.922360,2025-12-19T13:13:22.922360,656070,104
658293,0.024787,standard,standard,57.0,2025-12-19T12:13:23.673694,2025-12-19T13:13:23.673694,656070,52
658347,0.042141,standard,standard,53.333333333333336,2025-12-19T12:13:23.962435,2025-12-19T13:13:23.962435,656070,55
