vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
418809,1.738084,standard,standard,60.0,2026-03-02T19:30:05.334699,2026-03-02T20:30:05.334699,418808,426
419237,3.339251,standard,standard,60.0,2026-03-02T19:30:09.261544,2026-03-02T20:30:09.261544,418808,499
419738,3.179081,standard,standard,60.0,2026-03-02T19:30:15.147251,2026-03-02T20:30:15.147251,418808,755
420495,2.374604,standard,standard,60.0,2026-03-02T19:30:21.201216,2026-03-02T20:30:21.201216,418808,402
420899,2.299867,standard,standard,60.0,2026-03-02T19:30:25.087316,2026-03-02T20:30:25.087316,418808,585
421487,2.053741,standard,standard,60.0,2026-03-02T19:30:30.319789,2026-03-02T20:30:30.319789,421486,280
421769,1.788147,standard,standard,60.0,2026-03-02T19:30:33.630334,2026-03-02T20:30:33.630334,421486,254
422025,0.8677,standard,standard,60.0,2026-03-02T19:30:36.360295,2026-03-02T20:30:36.360295,421486,153
422180,1.457987,standard,standard,60.0,2026-03-02T19:30:37.928462,2026-03-02T20:30:37.928462,421486,259
422441,0.42747,standard,standard,60.0,2026-03-02T19:30:40.297593,2026-03-02T20:30:40.297593,421486,144
422588,1.411904,standard,standard,60.0,2026-03-02T19:30:41.312241,2026-03-02T20:30:41.312241,422587,343
422933,0.598864,standard,standard,60.0,2026-03-02T19:30:43.923375,2026-03-02T20:30:43.923375,422587,251
423186,1.901456,standard,standard,60.0,2026-03-02T19:30:45.382589,2026-03-02T20:30:45.382589,422587,209
423397,2.822521,standard,standard,60.0,2026-03-02T19:30:48.199316,2026-03-02T20:30:48.199316,422587,341
423740,2.515998,standard,standard,60.0,2026-03-02T19:30:52.479849,2026-03-02T20:30:52.479849,422587,384
424127,2.477635,standard,standard,60.0,2026-03-02T19:30:56.439568,2026-03-02T20:30:56.439568,424126,403
424532,2.065923,standard,standard,60.0,2026-03-02T19:31:00.566651,2026-03-02T20:31:00.566651,424126,319
424853,2.128606,standard,standard,60.0,2026-03-02T19:31:03.830439,2026-03-02T20:31:03.830439,424126,448
425303,0.290967,standard,standard,60.0,2026-03-02T19:31:07.651608,2026-03-02T20:31:07.651608,424126,242
425547,1.088631,standard,standard,60.0,2026-03-02T19:31:08.790855,2026-03-02T20:31:08.790855,424126,225
425775,0.217386,standard,standard,60.0,2026-03-02T19:31:10.808900,2026-03-02T20:31:10.808900,425774,110
425887,2.155493,standard,standard,60.0,2026-03-02T19:31:11.418256,2026-03-02T20:31:11.418256,425774,415
426304,1.675029,standard,standard,60.0,2026-03-02T19:31:15.092428,2026-03-02T20:31:15.092428,425774,452
426758,2.236179,standard,standard,60.0,2026-03-02T19:31:18.499905,2026-03-02T20:31:18.499905,425774,544
427304,1.364373,standard,standard,60.0,2026-03-02T19:31:22.821202,2026-03-02T20:31:22.821202,425774,454
427761,1.25748,standard,standard,60.0,2026-03-02T19:31:25.918161,2026-03-02T20:31:25.918161,427760,308
428071,1.455988,standard,standard,60.0,2026-03-02T19:31:28.261604,2026-03-02T20:31:28.261604,427760,219
428292,0.150617,standard,standard,60.0,2026-03-02T19:31:30.537486,2026-03-02T20:31:30.537486,427760,106
428400,1.53614,standard,standard,60.0,2026-03-02T19:31:31.227347,2026-03-02T20:31:31.227347,427760,576
