vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
593327,1.094986,standard,standard,58.666666666666664,2025-12-18T17:34:39.837692,2025-12-18T18:34:39.837692,593326,52
593629,0.239094,standard,standard,57.0,2025-12-18T17:34:42.295416,2025-12-18T18:34:42.295416,593326,51
593682,0.055454,standard,standard,61.333333333333336,2025-12-18T17:34:42.971898,2025-12-18T18:34:42.971898,593326,44
593728,0.039053,standard,standard,59.0,2025-12-18T17:34:43.347125,2025-12-18T18:34:43.347125,593326,21
593751,0.060987,standard,standard,58.0,2025-12-18T17:34:43.635576,2025-12-18T18:34:43.635576,593326,70
593823,0.075837,standard,standard,64.33333333333333,2025-12-18T17:34:44.134603,2025-12-18T18:34:44.134603,593326,71
593896,0.034407,standard,standard,59.333333333333336,2025-12-18T17:34:44.699878,2025-12-18T18:34:44.699878,593326,26
593924,0.030308,standard,standard,57.0,2025-12-18T17:34:44.950272,2025-12-18T18:34:44.950272,593326,11
593937,0.026192,standard,standard,60.333333333333336,2025-12-18T17:34:45.098210,2025-12-18T18:34:45.098210,593326,13
593952,0.047957,standard,standard,61.333333333333336,2025-12-18T17:34:45.240127,2025-12-18T18:34:45.240127,593326,63
594018,0.02235,standard,standard,59.0,2025-12-18T17:34:46.115063,2025-12-18T18:34:46.115063,594017,11
594031,0.067496,standard,standard,64.33333333333333,2025-12-18T17:34:46.238916,2025-12-18T18:34:46.238916,594017,60
594093,0.016167,standard,standard,56.333333333333336,2025-12-18T17:34:46.789099,2025-12-18T18:34:46.789099,594017,14
594109,0.051098,standard,standard,62.666666666666664,2025-12-18T17:34:46.937512,2025-12-18T18:34:46.937512,594017,77
594188,0.018614,standard,standard,61.666666666666664,2025-12-18T17:34:47.424110,2025-12-18T18:34:47.424110,594017,24
594214,0.032415,standard,standard,54.333333333333336,2025-12-18T17:34:47.709879,2025-12-18T18:34:47.709879,594017,23
594239,0.047161,standard,standard,57.0,2025-12-18T17:34:47.991928,2025-12-18T18:34:47.991928,594017,63
594304,0.027881,standard,standard,54.666666666666664,2025-12-18T17:34:48.470852,2025-12-18T18:34:48.470852,594017,17
