vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
247422,1.579096,standard,standard,60.0,2026-04-02T22:16:42.481385,2026-04-02T23:16:42.481385,247421,105
247529,2.266649,standard,standard,60.0,2026-04-02T22:16:45.527967,2026-04-02T23:16:45.527967,247421,318
247849,1.56098,standard,standard,60.0,2026-04-02T22:16:50.108383,2026-04-02T23:16:50.108383,247421,528
248379,1.647584,standard,standard,60.0,2026-04-02T22:16:56.976072,2026-04-02T23:16:56.976072,247421,339
248720,0.263281,standard,standard,60.0,2026-04-02T22:17:00.667731,2026-04-02T23:17:00.667731,247421,195
248917,0.578593,standard,standard,60.0,2026-04-02T22:17:02.523669,2026-04-02T23:17:02.523669,247421,285
249204,0.777566,standard,standard,60.0,2026-04-02T22:17:05.074833,2026-04-02T23:17:05.074833,247421,258
