vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
863021,0.439481,standard,standard,60.0,2026-02-16T01:24:45.476149,2026-02-16T02:24:45.476149,863020,89
863112,0.30023,standard,standard,60.0,2026-02-16T01:24:46.596368,2026-02-16T02:24:46.596368,863020,60
863174,0.037784,standard,standard,60.0,2026-02-16T01:24:47.706186,2026-02-16T02:24:47.706186,863020,38
863214,0.082001,standard,standard,60.0,2026-02-16T01:24:47.965359,2026-02-16T02:24:47.965359,863020,100
863316,0.029571,standard,standard,60.0,2026-02-16T01:24:48.537344,2026-02-16T02:24:48.537344,863020,54
863372,0.070504,standard,standard,60.0,2026-02-16T01:24:48.846167,2026-02-16T02:24:48.846167,863020,76
863450,0.023971,standard,standard,60.0,2026-02-16T01:24:49.236815,2026-02-16T02:24:49.236815,863020,15
863467,0.128415,standard,standard,60.0,2026-02-16T01:24:49.362554,2026-02-16T02:24:49.362554,863020,73
863542,0.022257,standard,standard,60.0,2026-02-16T01:24:50.050446,2026-02-16T02:24:50.050446,863020,41
863585,0.057088,standard,standard,60.0,2026-02-16T01:24:50.245068,2026-02-16T02:24:50.245068,863020,67
863655,0.066186,standard,standard,60.0,2026-02-16T01:24:50.785199,2026-02-16T02:24:50.785199,863654,51
863708,0.026926,standard,standard,60.0,2026-02-16T01:24:51.207191,2026-02-16T02:24:51.207191,863654,29
863739,0.094393,standard,standard,60.0,2026-02-16T01:24:51.490788,2026-02-16T02:24:51.490788,863654,28
863769,0.031784,standard,standard,60.0,2026-02-16T01:24:51.746075,2026-02-16T02:24:51.746075,863654,40
863811,0.017464,standard,standard,60.0,2026-02-16T01:24:52.037638,2026-02-16T02:24:52.037638,863654,37
863850,0.035115,standard,standard,60.0,2026-02-16T01:24:52.266740,2026-02-16T02:24:52.266740,863654,43
863895,0.029793,standard,standard,60.0,2026-02-16T01:24:52.534999,2026-02-16T02:24:52.534999,863654,42
863939,0.07474,standard,standard,60.0,2026-02-16T01:24:52.818806,2026-02-16T02:24:52.818806,863654,77
864018,0.024994,standard,standard,60.0,2026-02-16T01:24:53.249504,2026-02-16T02:24:53.249504,863654,79
864099,0.016602,standard,standard,60.0,2026-02-16T01:24:53.616143,2026-02-16T02:24:53.616143,863654,19
864120,0.018557,standard,standard,60.0,2026-02-16T01:24:53.763526,2026-02-16T02:24:53.763526,863654,20
864142,0.023919,standard,standard,60.0,2026-02-16T01:24:53.921112,2026-02-16T02:24:53.921112,863654,44
864188,0.040651,standard,standard,60.0,2026-02-16T01:24:54.198351,2026-02-16T02:24:54.198351,863654,82
864272,0.025137,standard,standard,60.0,2026-02-16T01:24:54.530382,2026-02-16T02:24:54.530382,863654,42
864316,0.025266,standard,standard,60.0,2026-02-16T01:24:54.732465,2026-02-16T02:24:54.732465,863654,51
864370,0.092448,standard,standard,60.0,2026-02-16T01:24:55.080166,2026-02-16T02:24:55.080166,864369,52
864424,0.025831,standard,standard,60.0,2026-02-16T01:24:55.420804,2026-02-16T02:24:55.420804,864369,46
864472,0.027491,standard,standard,60.0,2026-02-16T01:24:55.629048,2026-02-16T02:24:55.629048,864369,50
864524,0.013564,standard,standard,60.0,2026-02-16T01:24:55.864405,2026-02-16T02:24:55.864405,864369,20
864546,0.032452,standard,standard,60.0,2026-02-16T01:24:56.020219,2026-02-16T02:24:56.020219,864369,36
864584,0.026449,standard,standard,60.0,2026-02-16T01:24:56.281278,2026-02-16T02:24:56.281278,864369,60
864646,0.058415,standard,standard,60.0,2026-02-16T01:24:56.609484,2026-02-16T02:24:56.609484,864369,100
