vehicle_id,vehicle_creation_time,legal_requirements,technical_requirements,average_speed,earliest_departure,latest_arrival,vehicle_set_id,total_route_nodes_created
1090336,0.528507,standard,standard,60.0,2026-02-17T01:08:19.524751,2026-02-17T02:08:19.524751,1090335,38
1090376,0.505555,standard,standard,60.0,2026-02-17T01:08:20.264363,2026-02-17T02:08:20.264363,1090335,48
1090426,0.109816,standard,standard,60.0,2026-02-17T01:08:21.005291,2026-02-17T02:08:21.005291,1090335,39
1090467,0.074614,standard,standard,60.0,2026-02-17T01:08:21.346234,2026-02-17T02:08:21.346234,1090335,86
1090555,1.281471,standard,standard,60.0,2026-02-17T01:08:21.911116,2026-02-17T02:08:21.911116,1090335,93
1090650,0.299736,standard,standard,60.0,2026-02-17T01:08:23.751494,2026-02-17T02:08:23.752494,1090335,57
1090709,0.290047,standard,standard,60.0,2026-02-17T01:08:24.397976,2026-02-17T02:08:24.397976,1090335,74
1090785,0.072606,standard,standard,60.0,2026-02-17T01:08:25.108750,2026-02-17T02:08:25.108750,1090335,77
1090864,0.029543,standard,standard,60.0,2026-02-17T01:08:25.587740,2026-02-17T02:08:25.587740,1090335,40
1090906,0.016074,standard,standard,60.0,2026-02-17T01:08:25.827430,2026-02-17T02:08:25.827430,1090335,26
1090934,0.013397,standard,standard,60.0,2026-02-17T01:08:26.011934,2026-02-17T02:08:26.011934,1090335,39
1090975,0.020246,standard,standard,60.0,2026-02-17T01:08:26.246333,2026-02-17T02:08:26.246333,1090335,34
1091011,0.020268,standard,standard,60.0,2026-02-17T01:08:26.422310,2026-02-17T02:08:26.422310,1090335,30
1091043,0.018174,standard,standard,60.0,2026-02-17T01:08:26.576643,2026-02-17T02:08:26.576643,1090335,30
1091075,0.009553,standard,standard,60.0,2026-02-17T01:08:26.736028,2026-02-17T02:08:26.736028,1090335,22
1091099,0.031198,standard,standard,60.0,2026-02-17T01:08:26.865183,2026-02-17T02:08:26.865183,1090335,31
1091132,0.021156,standard,standard,60.0,2026-02-17T01:08:27.038332,2026-02-17T02:08:27.038332,1090335,23
1091157,0.009909,standard,standard,60.0,2026-02-17T01:08:27.180856,2026-02-17T02:08:27.180856,1090335,19
1091178,0.01945,standard,standard,60.0,2026-02-17T01:08:27.308040,2026-02-17T02:08:27.308040,1090335,39
1091219,0.009566,standard,standard,60.0,2026-02-17T01:08:27.518069,2026-02-17T02:08:27.518069,1090335,29
1091250,0.035795,standard,standard,60.0,2026-02-17T01:08:27.676633,2026-02-17T02:08:27.676633,1090335,87
1091339,0.055964,standard,standard,60.0,2026-02-17T01:08:28.143817,2026-02-17T02:08:28.143817,1090335,79
1091420,0.015725,standard,standard,60.0,2026-02-17T01:08:28.576353,2026-02-17T02:08:28.576353,1090335,17
1091439,0.025752,standard,standard,60.0,2026-02-17T01:08:28.691551,2026-02-17T02:08:28.691551,1090335,20
1091461,0.034244,standard,standard,60.0,2026-02-17T01:08:28.829927,2026-02-17T02:08:28.829927,1090335,76
1091539,0.01002,standard,standard,60.0,2026-02-17T01:08:29.193804,2026-02-17T02:08:29.193804,1090335,24
1091565,0.024153,standard,standard,60.0,2026-02-17T01:08:29.326592,2026-02-17T02:08:29.326592,1090335,43
1091610,0.035619,standard,standard,60.0,2026-02-17T01:08:29.550037,2026-02-17T02:08:29.550037,1090335,59
1091671,0.012094,standard,standard,60.0,2026-02-17T01:08:29.851758,2026-02-17T02:08:29.851758,1090335,50
1091723,0.052185,standard,standard,60.0,2026-02-17T01:08:30.143185,2026-02-17T02:08:30.143185,1090335,84
1091810,0.052057,standard,standard,60.0,2026-02-17T01:08:30.660195,2026-02-17T02:08:30.660195,1091809,100
1091912,0.029636,standard,standard,60.0,2026-02-17T01:08:31.112002,2026-02-17T02:08:31.112002,1091809,81
1091995,0.035591,standard,standard,60.0,2026-02-17T01:08:31.468045,2026-02-17T02:08:31.468045,1091809,45
1092042,0.029761,standard,standard,60.0,2026-02-17T01:08:31.733403,2026-02-17T02:08:31.733403,1091809,65
1092109,0.026279,standard,standard,60.0,2026-02-17T01:08:31.992205,2026-02-17T02:08:31.992205,1091809,51
1092162,0.009589,standard,standard,60.0,2026-02-17T01:08:32.200387,2026-02-17T02:08:32.200387,1091809,47
1092211,0.014217,standard,standard,60.0,2026-02-17T01:08:32.477467,2026-02-17T02:08:32.477467,1091809,52
1092265,0.01812,standard,standard,60.0,2026-02-17T01:08:32.746113,2026-02-17T02:08:32.746113,1091809,56
1092323,0.020413,standard,standard,60.0,2026-02-17T01:08:32.950866,2026-02-17T02:08:32.950866,1091809,45
1092370,0.022272,standard,standard,60.0,2026-02-17T01:08:33.206053,2026-02-17T02:08:33.206053,1091809,41
1092413,0.033443,standard,standard,60.0,2026-02-17T01:08:33.447677,2026-02-17T02:08:33.447677,1091809,55
1092470,0.093859,standard,standard,60.0,2026-02-17T01:08:33.755479,2026-02-17T02:08:33.755479,1091809,93
1092565,0.012029,standard,standard,60.0,2026-02-17T01:08:34.185766,2026-02-17T02:08:34.185766,1091809,24
1092591,0.043386,standard,standard,60.0,2026-02-17T01:08:34.305565,2026-02-17T02:08:34.305565,1091809,78
1092671,0.020298,standard,standard,60.0,2026-02-17T01:08:34.696696,2026-02-17T02:08:34.696696,1091809,65
1092738,0.003558,standard,standard,60.0,2026-02-17T01:08:35.017596,2026-02-17T02:08:35.017596,1091809,35
1092775,0.009222,standard,standard,60.0,2026-02-17T01:08:35.173968,2026-02-17T02:08:35.173968,1091809,21
1092798,0.026454,standard,standard,60.0,2026-02-17T01:08:35.279514,2026-02-17T02:08:35.279514,1091809,93
1092893,0.020648,standard,standard,60.0,2026-02-17T01:08:35.631955,2026-02-17T02:08:35.631955,1091809,46
1092941,0.009551,standard,standard,60.0,2026-02-17T01:08:35.816950,2026-02-17T02:08:35.816950,1091809,44
1092987,0.0,standard,standard,60.0,2026-02-17T01:08:36.061164,2026-02-17T02:08:36.061164,1091809,22
1093011,0.022999,standard,standard,60.0,2026-02-17T01:08:36.167061,2026-02-17T02:08:36.167061,1091809,63
1093076,0.023798,standard,standard,60.0,2026-02-17T01:08:36.445023,2026-02-17T02:08:36.445023,1091809,50
1093128,0.016036,standard,standard,60.0,2026-02-17T01:08:36.661230,2026-02-17T02:08:36.661230,1091809,17
1093147,0.011422,standard,standard,60.0,2026-02-17T01:08:36.764255,2026-02-17T02:08:36.764255,1091809,18
1093167,0.021247,standard,standard,60.0,2026-02-17T01:08:36.858459,2026-02-17T02:08:36.858459,1091809,57
1093226,0.018281,standard,standard,60.0,2026-02-17T01:08:37.148086,2026-02-17T02:08:37.148086,1091809,63
1093291,0.009686,standard,standard,60.0,2026-02-17T01:08:37.385857,2026-02-17T02:08:37.385857,1091809,6
1093299,0.042893,standard,standard,60.0,2026-02-17T01:08:37.451546,2026-02-17T02:08:37.451546,1091809,88
1093389,0.012419,standard,standard,60.0,2026-02-17T01:08:37.822308,2026-02-17T02:08:37.822308,1091809,45
1093436,0.02991,standard,standard,60.0,2026-02-17T01:08:38.016605,2026-02-17T02:08:38.016605,1091809,83
1093521,0.013663,standard,standard,60.0,2026-02-17T01:08:38.394689,2026-02-17T02:08:38.394689,1091809,48
1093571,0.020684,standard,standard,60.0,2026-02-17T01:08:38.585035,2026-02-17T02:08:38.585035,1091809,36
1093609,0.011698,standard,standard,60.0,2026-02-17T01:08:38.742971,2026-02-17T02:08:38.742971,1091809,32
1093643,0.019016,standard,standard,60.0,2026-02-17T01:08:38.881351,2026-02-17T02:08:38.881351,1091809,84
1093730,0.048917,standard,standard,60.0,2026-02-17T01:08:39.327898,2026-02-17T02:08:39.327898,1093729,53
1093785,0.016054,standard,standard,60.0,2026-02-17T01:08:39.581067,2026-02-17T02:08:39.581067,1093729,26
1093813,0.030588,standard,standard,60.0,2026-02-17T01:08:39.706323,2026-02-17T02:08:39.706323,1093729,68
1093883,0.023688,standard,standard,60.0,2026-02-17T01:08:39.965383,2026-02-17T02:08:39.965383,1093729,80
1093965,0.024896,standard,standard,60.0,2026-02-17T01:08:40.274350,2026-02-17T02:08:40.274350,1093729,54
1094021,0.010353,standard,standard,60.0,2026-02-17T01:08:40.504331,2026-02-17T02:08:40.504331,1093729,51
1094074,0.03861,standard,standard,60.0,2026-02-17T01:08:40.701399,2026-02-17T02:08:40.701399,1093729,99
1094175,0.016343,standard,standard,60.0,2026-02-17T01:08:41.153509,2026-02-17T02:08:41.153509,1093729,28
1094205,0.023083,standard,standard,60.0,2026-02-17T01:08:41.325834,2026-02-17T02:08:41.325834,1093729,39
1094246,0.037865,standard,standard,60.0,2026-02-17T01:08:41.582074,2026-02-17T02:08:41.582074,1093729,94
1094342,0.021047,standard,standard,60.0,2026-02-17T01:08:41.906918,2026-02-17T02:08:41.906918,1093729,69
1094413,0.010716,standard,standard,60.0,2026-02-17T01:08:42.176237,2026-02-17T02:08:42.176237,1093729,24
1094439,0.014395,standard,standard,60.0,2026-02-17T01:08:42.291364,2026-02-17T02:08:42.291364,1093729,38
